city_name,lat,long,max_temp,cloudiness,humidity,wind_speed,country_code,date_of_measurement
skjervoy,70.0311,20.9714,42.12,100,74,20.18,NO,1609895088
souillac,-20.5167,57.5167,75.2,40,88,10.29,MU,1609895088
sola,-13.8833,167.55,82.6,100,77,13.18,VU,1609895088
kwekwe,-18.9281,29.8149,65.3,22,87,1.32,ZW,1609895088
bireun,5.203,96.7009,77.43,100,84,7.65,ID,1609894856
zyryanka,65.75,150.85,-26.32,0,85,6.67,RU,1609894573
hasaki,35.7333,140.8333,43.0,75,75,21.92,JP,1609894489
ketchikan,55.3422,-131.6461,35.6,90,93,3.36,US,1609895088
saint-louis,16.3333,-15.0,73.4,0,49,2.24,SN,1609895088
russkaya polyana,49.417,31.9201,32.49,100,95,8.1,UA,1609895088
azanka,58.0401,64.7893,-6.12,100,89,6.85,RU,1609895088
walvis bay,-22.9575,14.5053,69.01,100,88,4.7,NA,1609895089
lazaro cardenas,17.9583,-102.2,75.88,0,78,8.25,MX,1609894491
bafra,41.5678,35.9069,57.2,75,58,2.24,TR,1609895089
esmeraldas,-19.7625,-44.3139,77.0,0,73,8.05,BR,1609894847
coruripe,-10.1256,-36.1756,76.23,0,81,7.72,BR,1609894576
sandpoint,48.2766,-116.5533,36.0,90,90,3.36,US,1609894995
culebra,18.303,-65.301,77.0,1,69,6.93,PR,1609895089
maniitsoq,65.4167,-52.9,22.78,100,97,15.82,GL,1609894579
havre-saint-pierre,50.2334,-63.5986,8.6,1,92,4.7,CA,1609894489
vila velha,-20.3297,-40.2925,78.8,20,78,11.41,BR,1609895089
oranjemund,-28.55,16.4333,60.22,22,94,11.07,NA,1609895089
kundiawa,-6.0167,144.9667,78.89,98,53,1.43,PG,1609895089
oktyabrskiy,54.4815,53.471,8.15,100,94,7.47,RU,1609895089
kaitong,44.8135,123.15,-2.2,100,90,11.59,CN,1609895089
uruacu,-14.5247,-49.1408,74.07,100,77,2.3,BR,1609894595
poum,-20.2333,164.0167,82.6,56,78,3.96,NC,1609895090
dumka,24.2667,87.25,62.53,95,52,1.9,IN,1609895090
raahe,64.6833,24.4833,15.01,90,92,5.82,FI,1609895090
sorland,67.667,12.6934,43.72,100,77,16.64,NO,1609895090
asau,46.4333,26.4,41.0,100,64,5.3,RO,1609894576
peru,40.7537,-86.0689,33.01,90,96,6.93,US,1609895090
tarko-sale,64.9225,77.785,-20.22,0,83,12.44,RU,1609895090
tierranueva,21.6833,-100.5667,54.5,0,49,5.93,MX,1609895090
pakxan,18.3778,103.6601,64.4,92,71,5.66,LA,1609894832
karratha,-20.7377,116.8463,90.82,0,29,21.32,AU,1609894500
puerto narino,-3.7703,-70.3831,78.8,75,100,2.24,CO,1609895090
san pedro,14.35,121.0167,84.0,20,69,2.24,PH,1609894954
okhotsk,59.3833,143.3,-12.01,100,81,14.41,RU,1609895091
narsaq,60.9167,-46.05,23.0,20,45,6.93,GL,1609895091
berezovyy,51.6667,135.7,-14.13,51,79,1.5,RU,1609895091
guerrero negro,27.9769,-114.0611,63.21,0,58,10.71,MX,1609895091
wajir,1.7471,40.0573,75.61,100,66,12.93,KE,1609895091
whakatane,-37.9585,176.9854,75.99,0,72,5.99,NZ,1609895091
tura,25.5198,90.2201,61.63,99,55,3.33,IN,1609894597
zhigansk,66.7697,123.3711,-39.21,100,80,11.88,RU,1609894500
bonthe,7.5264,-12.505,80.01,0,85,5.91,SL,1609895091
nishihara,26.1842,127.7558,64.4,75,63,8.05,JP,1609894608
ishigaki,24.3448,124.1572,64.4,75,88,21.92,JP,1609895091
yankton,42.8711,-97.3973,37.4,20,69,4.7,US,1609895091
moerai,-22.4333,-151.3333,79.84,1,79,15.1,PF,1609895091
kurilsk,45.2333,147.8833,18.1,98,90,12.68,RU,1609895092
mangrol,21.1167,70.1167,60.03,0,58,14.05,IN,1609895092
nara,34.6851,135.8049,46.99,40,60,4.7,JP,1609894934
bilma,18.6853,12.9164,70.0,0,22,4.68,NE,1609894617
kavieng,-2.5744,150.7967,79.18,100,88,11.68,PG,1609895092
shelburne,44.0787,-80.2041,30.99,98,92,3.42,CA,1609895092
beringovskiy,63.05,179.3167,-10.37,64,85,11.9,RU,1609895092
sioux lookout,50.1001,-91.917,23.0,90,85,3.29,CA,1609894987
bambanglipuro,-7.95,110.2833,81.43,65,75,4.21,ID,1609894833
thinadhoo,0.5333,72.9333,82.49,100,76,13.78,MV,1609894618
idlib,35.9306,36.6339,42.8,20,75,4.7,SY,1609895092
novyy urengoy,66.0833,76.6333,-13.85,66,89,13.04,RU,1609895092
santa rita,-7.1139,-34.9781,77.0,20,83,6.93,BR,1609895092
ozerki,57.6167,39.8833,28.4,90,92,4.47,RU,1609895093
lobatse,-25.2167,25.6667,68.0,34,94,6.93,BW,1609895004
vestmannaeyjar,63.4427,-20.2734,37.85,82,77,25.01,IS,1609895093
bethel,41.3712,-73.414,35.6,90,74,6.93,US,1609895093
karasuk,53.7377,78.0403,-21.33,0,86,9.15,RU,1609894824
mount isa,-20.7333,139.5,89.6,0,22,19.46,AU,1609894586
taksimo,56.3444,114.8794,-30.6,23,72,2.04,RU,1609894954
sinnamary,5.3833,-52.95,78.62,100,87,9.15,GF,1609894596
lagoa,39.05,-27.9833,57.31,100,73,41.07,PT,1609895093
bengkulu,-3.8004,102.2655,79.5,61,81,4.27,ID,1609895093
wagar,16.1525,36.2032,65.57,20,91,9.75,SD,1609895093
hun,29.1268,15.9477,53.55,0,50,10.25,LY,1609894419
boston,42.3584,-71.0598,33.01,90,95,10.29,US,1609894610
port blair,11.6667,92.75,79.61,13,81,10.22,IN,1609895093
lovozero,68.005,35.0117,11.19,0,92,3.65,RU,1609895093
sambava,-14.2667,50.1667,75.09,94,87,6.73,MG,1609895094
iqaluit,63.7506,-68.5145,19.4,90,85,2.24,CA,1609895094
ossora,59.2353,163.0719,-2.07,98,84,4.61,RU,1609895094
neiafu,-18.65,-173.9833,82.4,75,78,14.99,TO,1609894586
hambantota,6.1241,81.1185,71.6,20,100,1.12,LK,1609895094
baldone,56.7428,24.3944,33.8,90,86,8.05,LV,1609895094
high level,58.5169,-117.136,1.4,90,84,4.7,CA,1609894497
hovd,48.0056,91.6419,-9.4,0,66,3.49,MN,1609894588
tautira,-17.7333,-149.15,86.0,40,62,8.05,PF,1609895094
nemuro,43.3236,145.575,12.2,20,72,2.24,JP,1609895094
salinas,36.6777,-121.6555,62.6,1,55,4.7,US,1609895094
severo-yeniseyskiy,60.3725,93.0408,-18.38,99,89,4.23,RU,1609895094
santiago,-33.4569,-70.6483,71.6,0,35,16.11,CL,1609894931
grand-lahou,5.1367,-5.0242,79.3,100,86,9.66,CI,1609895094
yamethin,20.4333,96.15,65.64,53,58,2.01,MM,1609895094
tuatapere,-46.1333,167.6833,66.42,100,74,1.57,NZ,1609895095
adeje,28.1227,-16.726,69.01,40,93,13.87,ES,1609895095
rawson,-43.3002,-65.1023,66.24,0,48,17.09,AR,1609894856
talnakh,69.4865,88.3972,-9.4,90,83,20.13,RU,1609895095
severo-kurilsk,50.6789,156.125,17.92,95,86,7.85,RU,1609895095
mimongo,-1.6195,11.6068,69.64,95,95,2.08,GA,1609895095
leningradskiy,69.3833,178.4167,-9.04,100,87,10.2,RU,1609894499
angarsk,52.5367,103.8864,-14.8,75,75,4.47,RU,1609895095
omboue,-1.5746,9.2618,77.79,100,88,10.22,GA,1609894575
mandalgovi,45.7625,106.2708,-24.97,0,77,17.11,MN,1609894605
usta muhammad,28.1794,68.0445,51.6,0,42,1.25,PK,1609894839
omaruru,-21.4333,15.9333,68.23,100,65,3.89,NA,1609895095
santa maria,-29.6842,-53.8069,75.2,40,88,5.82,BR,1609895095
ambilobe,-13.2,49.05,73.47,99,92,2.37,MG,1609895095
seminole,28.7086,-81.2081,62.6,1,59,9.17,US,1609895096
berlevag,70.8578,29.0864,31.82,55,94,20.65,NO,1609895096
niefern-oschelbronn,48.9167,8.7833,37.0,100,98,1.01,DE,1609895096
kortkeros,61.8106,51.5806,17.6,90,100,4.47,RU,1609895096
antalaha,-14.9003,50.2788,72.84,5,89,4.05,MG,1609895096
anadyr,64.75,177.4833,-14.8,0,68,8.95,RU,1609895096
chadan,51.2833,91.5833,-26.93,1,79,0.94,RU,1609895096
whitehorse,60.7161,-135.0538,21.2,90,92,12.75,CA,1609894804
betafo,-19.8333,46.85,62.26,99,87,1.77,MG,1609895096
bikaner,28.0167,73.3,52.38,0,88,5.01,IN,1609894822
sibiti,-3.6819,13.3499,69.13,69,100,1.28,CG,1609895096
dir,35.2058,71.8756,37.36,85,73,1.63,PK,1609895096
zhezkazgan,47.8043,67.7144,-6.39,0,85,7.56,KZ,1609894604
kapurthala,31.3794,75.3847,57.2,90,100,5.19,IN,1609894944
grindavik,63.8424,-22.4338,35.6,40,64,19.46,IS,1609894588
port-cartier,50.0334,-66.8654,23.0,100,79,5.82,CA,1609895097
pingliang,35.5392,106.6861,14.81,98,69,8.16,CN,1609894578
ambon,-3.6954,128.1814,87.8,40,70,3.36,ID,1609895097
ust-tsilma,65.441,52.1498,5.88,89,95,3.83,RU,1609895097
praia,14.9215,-23.5087,75.2,0,53,13.87,CV,1609895097
kachiry,53.0675,76.1036,-20.15,85,87,8.46,KZ,1609895097
husavik,66.0449,-17.3389,35.6,75,74,12.75,IS,1609895097
nagda,23.45,75.4167,61.63,0,68,5.08,IN,1609894988
pisco,-13.7,-76.2167,71.6,0,83,13.87,PE,1609895097
starosubkhangulovo,53.1031,57.4423,10.29,100,93,2.55,RU,1609895097
kalemie,-5.9475,29.1947,70.3,100,83,2.64,CD,1609895098
tommot,58.9564,126.2925,-24.63,100,82,7.7,RU,1609895098
port lincoln,-34.7333,135.8667,63.0,31,60,15.79,AU,1609895098
vila do maio,15.1333,-23.2167,75.2,0,53,13.87,CV,1609895098
palmer,42.1584,-72.3287,35.6,90,69,5.82,US,1609895083
bathsheba,13.2167,-59.5167,78.8,20,69,14.99,BB,1609895098
hervey bay,-25.2986,152.8535,90.0,75,55,3.36,AU,1609894588
tevaitoa,-16.7833,-151.5,81.28,11,73,12.66,PF,1609895098
muroto,33.2833,134.15,44.6,75,52,5.82,JP,1609895098
guaiuba,-4.0397,-38.6372,81.0,40,83,9.17,BR,1609895098
panzhihua,26.5851,101.7128,45.0,96,73,0.96,CN,1609895098
villa maria,-32.4075,-63.2402,66.0,0,88,4.0,AR,1609895098
tukrah,32.5341,20.5791,55.71,100,61,8.63,LY,1609894606
shubarshi,48.5872,57.1869,0.54,33,83,4.7,KZ,1609895099
tucupita,9.0622,-62.051,72.52,22,96,3.02,VE,1609895099
sisimiut,66.9395,-53.6735,13.86,100,93,17.07,GL,1609895099
kokstad,-30.5472,29.4241,60.26,100,93,3.38,ZA,1609895099
kampong thum,12.7111,104.8887,74.8,52,70,9.22,KH,1609895099
ixtapa,20.7,-105.2,73.4,20,73,5.82,MX,1609895099
matagami,49.7502,-77.6328,28.4,90,100,3.36,CA,1609894957
haverfordwest,51.8017,-4.9691,37.99,0,88,12.75,GB,1609895099
bud,39.447,-86.1758,34.0,94,88,6.6,US,1609895099
vila,42.0304,-8.1588,30.0,0,92,1.01,PT,1609895099
richmond,37.5538,-77.4603,41.0,90,75,9.17,US,1609894890
ontario,34.0633,-117.6509,66.2,20,48,9.17,US,1609894817
primorsk,46.7348,36.3443,41.2,100,83,9.4,UA,1609894610
jabinyanah,35.035,10.9081,46.4,40,49,4.7,TN,1609895099
planeta rica,8.4147,-75.5883,75.24,0,87,8.79,CO,1609895099
willowmore,-33.2926,23.4895,64.99,50,75,2.55,ZA,1609895099
marystown,47.1666,-55.1483,38.59,100,90,16.62,CA,1609895099
faro,37.0194,-7.9322,42.8,0,87,8.05,PT,1609895100
veshenskaya,49.6303,41.7334,22.39,100,94,13.04,RU,1609895100
yar-sale,66.8333,70.8333,-11.7,58,88,16.44,RU,1609895100
caxito,-8.5785,13.6643,74.23,73,86,2.28,AO,1609895100
praya,14.9215,-23.5087,75.2,0,53,13.87,CV,1609895100
marzuq,14.4,46.4667,52.81,0,44,1.88,YE,1609895100
kieta,-6.2167,155.6333,87.24,100,62,6.73,PG,1609895100
gamba,-2.65,10.0,77.31,100,90,8.57,GA,1609895100
yate,51.5407,-2.4184,35.01,3,93,3.0,GB,1609895100
senica,48.6792,17.367,41.0,87,82,3.36,SK,1609895100
russell,32.3502,-85.1999,53.6,1,77,6.93,US,1609895101
jinchang,38.4953,102.1739,2.39,0,77,3.09,CN,1609895101
soria,41.6667,-2.6667,21.99,0,94,2.3,ES,1609895101
nargana,9.4428,-78.5906,77.95,29,78,10.22,PA,1609895101
fiumicino,41.7675,12.2291,48.2,40,61,13.87,IT,1609895101
mitchell,43.7094,-98.0298,37.4,90,69,13.87,US,1609895102
formosa do rio preto,-11.0483,-45.1931,72.57,0,53,2.57,BR,1609895102
kitimat,54.0524,-128.6534,32.0,100,96,4.61,CA,1609895102
salta,-24.7859,-65.4117,69.8,75,73,12.75,AR,1609895042
jiazi,22.8779,116.067,58.84,60,70,13.27,CN,1609895103
corinth,37.9407,22.9573,48.0,100,67,1.01,GR,1609895103
malkangiri,18.35,81.9,65.93,14,73,2.04,IN,1609895103
saint-francois,46.4154,3.9054,33.01,90,99,4.7,FR,1609895103
fare,-16.7,-151.0167,81.27,2,73,12.8,PF,1609895103
kirovskiy,45.0917,133.5136,-5.19,100,88,1.5,RU,1609895103
eyl,7.9803,49.8164,70.25,0,71,16.42,SO,1609895103
kijang,35.2442,129.2139,24.8,0,35,10.29,KR,1609895103
plettenberg bay,-34.0527,23.3716,65.3,16,87,4.29,ZA,1609895103
barrhead,55.7992,-4.3929,30.0,0,100,2.24,GB,1609895104
sabha,27.0377,14.4283,56.52,1,54,12.06,LY,1609895104
korla,41.7597,86.1469,12.13,89,84,12.82,CN,1609895105
simiti,7.9579,-73.9436,77.9,1,68,4.18,CO,1609895105
yunhe,34.0833,119.7167,30.29,0,83,4.34,CN,1609895105
abnub,27.2696,31.1511,53.6,0,81,5.82,EG,1609895105
lodja,-3.4833,23.4333,69.87,100,94,1.52,CD,1609895105
huangmei,30.1924,116.025,37.74,30,79,6.46,CN,1609895105
kinsale,51.7075,-8.5306,36.0,75,86,14.99,IE,1609895105
qax,41.4225,46.9242,31.96,6,78,1.32,AZ,1609895105
torbay,47.6666,-52.7314,37.99,90,100,17.22,CA,1609895000
mersing,2.4312,103.8405,73.4,40,94,1.12,MY,1609895106
cockburn town,21.4612,-71.1419,73.4,20,69,2.66,TC,1609895106
san quintin,30.4833,-115.95,59.7,0,77,14.05,MX,1609895106
holland,42.7875,-86.1089,37.4,90,69,4.7,US,1609894914
wanning,18.8003,110.3967,68.09,100,72,9.82,CN,1609895106
kabo,7.6994,18.629,73.24,0,21,3.33,CF,1609895106
palmas,-10.2128,-48.3603,80.6,0,88,4.7,BR,1609895106
evensk,61.95,159.2333,-12.21,0,78,6.62,RU,1609895106
cabedelo,-6.9811,-34.8339,77.0,20,83,6.93,BR,1609895106
borgarnes,64.5383,-21.9206,33.8,40,80,3.36,IS,1609895106
poya,-21.35,165.15,85.41,59,71,4.97,NC,1609895106
noyabrsk,63.1994,75.4507,-20.2,0,84,11.36,RU,1609895106
the valley,18.217,-63.0578,77.0,20,73,4.7,AI,1609894909
taywarah,33.35,64.4167,9.9,15,69,2.89,AF,1609895107
oranjestad,12.524,-70.027,78.8,20,78,14.99,AW,1609894826
nazira,26.9167,94.7333,50.0,20,93,1.68,IN,1609895107
nelson bay,-32.7167,152.15,73.99,90,83,14.99,AU,1609894599
basco,20.4487,121.9702,73.99,94,81,26.13,PH,1609895107
la rioja,42.25,-2.5,35.6,90,95,5.97,ES,1609895107
brownsville,25.9018,-97.4975,73.4,40,69,10.29,US,1609895107
necochea,-38.5473,-58.7368,62.01,100,95,17.13,AR,1609895107
sorong,-0.8833,131.25,83.48,47,75,3.8,ID,1609894860
bethanien,-26.502,17.1583,67.5,11,80,6.91,NA,1609895107
vagur,61.4732,-6.8119,44.85,100,85,24.14,FO,1609895107
yeppoon,-23.1333,150.7333,89.6,40,55,5.82,AU,1609895107
alofi,-19.0595,-169.9187,75.2,90,100,10.29,NU,1609895107
narasannapeta,18.4167,84.05,66.7,86,74,6.08,IN,1609895107
porto belo,-27.1578,-48.5531,77.0,75,94,10.29,BR,1609894890
ballina,-28.8667,153.5667,87.8,0,70,10.29,AU,1609895107
luganville,-15.5333,167.1667,86.22,100,69,1.59,VU,1609895108
tagusao,9.1924,117.8141,80.98,100,72,4.23,PH,1609895108
farakka,24.8167,87.9,63.09,100,56,0.6,IN,1609895108
togur,58.3631,82.8265,-23.67,0,83,3.22,RU,1609895108
pangnirtung,66.1451,-65.7125,7.12,100,90,2.59,CA,1609895108
sitka,57.0531,-135.33,44.6,90,70,26.4,US,1609895108
les cayes,18.2,-73.75,71.65,0,77,6.67,HT,1609894577
pingxiang,27.6167,113.85,40.95,100,86,2.66,CN,1609895108
pedernales,18.0384,-71.744,75.15,0,65,2.17,DO,1609895108
anito,12.4497,125.2886,82.08,37,79,10.56,PH,1609894600
xai-xai,-25.0519,33.6442,76.66,100,82,6.89,MZ,1609895108
japura,-0.3167,102.35,77.18,49,86,2.86,ID,1609895109
sobolevo,54.4299,31.8996,28.9,100,95,9.31,RU,1609894598
gazli,40.1333,63.45,21.33,66,79,3.53,UZ,1609895109
papara,-3.9839,-38.7273,81.0,40,83,9.17,BR,1609895109
tiznit,29.5833,-9.5,55.53,0,85,3.51,MA,1609895109
karmala,18.4167,75.2,66.94,0,77,9.42,IN,1609895109
sabang,5.8933,95.3214,81.5,100,82,21.43,ID,1609895109
fort walton beach,30.4058,-86.6188,57.99,1,54,4.7,US,1609895109
lucan,53.3592,-6.4389,37.99,40,89,6.93,IE,1609895109
bonavista,48.6499,-53.1147,37.0,100,96,8.05,CA,1609894614
mabaruma,8.2,-59.7833,73.76,100,95,2.48,GY,1609895109
athabasca,54.7169,-113.2854,21.2,100,79,1.12,CA,1609895110
aitape,-3.1374,142.3475,79.39,100,78,5.64,PG,1609895110
qandala,11.472,49.8728,72.66,0,51,6.08,SO,1609895110
solnechnyy,50.7214,136.6319,-12.05,0,82,1.86,RU,1609895110
bosaso,11.2842,49.1816,71.87,0,65,6.98,SO,1609895110
codrington,-38.2667,141.9667,61.45,100,68,12.44,AU,1609895110
nianzishan,47.5167,122.8833,-5.98,100,88,8.16,CN,1609895110
half moon bay,37.4636,-122.4286,54.0,1,81,5.82,US,1609894595
paris,48.8534,2.3488,37.99,90,93,6.93,FR,1609894803
olga,43.7444,135.2892,1.45,100,78,5.79,RU,1609895110
parksville,49.3163,-124.3195,44.6,100,88,46.08,CA,1609895110
eureka,40.8021,-124.1637,52.0,55,69,8.25,US,1609895110
pasighat,28.0667,95.3333,60.12,26,53,2.1,IN,1609895111
cayenne,4.9333,-52.3333,75.2,0,100,8.7,GF,1609894582
harrisonburg,38.4496,-78.8689,36.0,90,74,4.7,US,1609895111
maarianhamina,60.0973,19.9348,24.8,90,92,10.29,AX,1609895111
goderich,43.7501,-81.7165,32.0,100,95,3.36,CA,1609894881
moranbah,-22.0016,148.0466,85.17,90,56,11.21,AU,1609895111
boyabat,41.4689,34.7667,43.92,15,79,1.34,TR,1609895111
bataipora,-22.2953,-53.2711,73.08,100,92,4.81,BR,1609895111
darnah,32.767,22.6367,56.77,100,61,5.32,LY,1609895111
bangkalan,-7.0455,112.7351,78.8,20,88,6.93,ID,1609895111
abeokuta,7.15,3.35,78.03,0,86,4.23,NG,1609895111
morehead,37.2711,-87.1764,39.2,1,74,3.89,US,1609895111
jangipur,24.4667,88.0667,62.85,86,55,0.83,IN,1609895106
tyukhtet,56.5389,89.3011,-20.22,63,85,1.66,RU,1609895111
changji,44.0167,87.3167,-14.8,20,83,2.24,CN,1609895112
palana,59.1167,159.9667,-6.57,26,90,3.56,RU,1609895112
somerset,40.5668,-74.5496,37.99,90,74,3.13,US,1609895002
malumfashi,11.7853,7.6218,70.09,0,22,7.05,NG,1609895112
faya,18.3851,42.4509,57.2,0,93,1.68,SA,1609895112
aquiraz,-3.9014,-38.3911,80.6,40,83,9.17,BR,1609895112
te anau,-45.4167,167.7167,62.65,100,88,2.35,NZ,1609895112
varkaus,62.3153,27.873,19.4,90,92,2.24,FI,1609895112
chico,39.7285,-121.8375,57.2,40,54,9.17,US,1609895112
balila,32.3881,35.9351,50.0,0,87,8.14,JO,1609895112
